timestamp;node;latency_ms;jitter_ms;loss_pct;utilization_pct;label
2026-06-15 08:34:00;BR-DEMO-02;18.941;3.503;0.29;71.225;0
2026-06-15 08:35:00;BR-DEMO-03;19.243;2.406;0.001;47.409;0
2026-06-15 08:36:00;BR-DEMO-01;15.561;2.751;0.107;43.733;0
2026-06-15 08:37:00;BR-DEMO-02;21.198;3.094;0.139;35.679;0
2026-06-15 08:38:00;BR-DEMO-03;12.976;2.708;0.146;60.911;0
2026-06-15 08:39:00;BR-DEMO-01;18.391;3.59;0.115;34.336;0
2026-06-15 08:40:00;BR-DEMO-02;15.105;2.565;0.299;37.608;0
2026-06-15 08:41:00;BR-DEMO-03;20.515;2.458;0.215;48.465;0
2026-06-15 08:42:00;BR-DEMO-01;17.53;2.976;0.104;49.015;0
2026-06-15 08:43:00;BR-DEMO-02;16.635;2.265;0.061;46.553;0
2026-06-15 08:44:00;BR-DEMO-03;22.737;3.096;0.142;47.572;0
2026-06-15 08:45:00;BR-DEMO-01;21.918;3.132;0.121;54.957;0
2026-06-15 08:46:00;BR-DEMO-02;19.286;3.921;0.163;33.98;0
2026-06-15 08:47:00;BR-DEMO-03;13.896;3.991;0.271;43.384;0
2026-06-15 08:48:00;BR-DEMO-01;16.85;3.877;0.073;36.947;0
2026-06-15 08:49:00;BR-DEMO-02;19.93;2.763;0.15;43.529;0
2026-06-15 08:50:00;BR-DEMO-03;19.013;3.844;0.156;50.795;0
2026-06-15 08:51:00;BR-DEMO-01;11.849;2.971;0.091;34.031;0
2026-06-15 08:52:00;BR-DEMO-02;15.366;2.8;0.214;33.062;0
2026-06-15 08:53:00;BR-DEMO-03;18.092;2.709;0.127;54.025;0
2026-06-15 08:54:00;BR-DEMO-01;19.614;3.802;0.139;38.737;0
2026-06-15 08:55:00;BR-DEMO-02;17.328;3.145;0.162;35.241;0
2026-06-15 08:56:00;BR-DEMO-03;18.271;3.137;0.326;61.892;0
2026-06-15 08:57:00;BR-DEMO-01;15.44;2.828;0.048;39.684;0
2026-06-15 08:58:00;BR-DEMO-02;18.947;3.724;0.099;39.113;0
2026-06-15 08:59:00;BR-DEMO-03;11.558;2.902;0.076;40.235;0
2026-06-15 09:00:00;BR-DEMO-01;15.369;2.943;0.027;31.797;0
2026-06-15 09:01:00;BR-DEMO-02;24.388;2.228;0.073;61.532;0
2026-06-15 09:02:00;BR-DEMO-03;26.715;2.297;0.124;48.074;0
2026-06-15 09:03:00;BR-DEMO-01;23.186;2.408;0.133;51.996;0
2026-06-15 09:04:00;BR-DEMO-02;19.304;2.774;0.141;32.626;0
2026-06-15 09:05:00;BR-DEMO-03;17.285;2.84;0.166;40.002;0
2026-06-15 09:06:00;BR-DEMO-01;19.415;3.608;0.161;48.166;0
2026-06-15 09:07:00;BR-DEMO-02;18.159;3.0;0.099;47.848;0
2026-06-15 09:08:00;BR-DEMO-03;17.708;4.256;0.26;48.473;0
2026-06-15 09:09:00;BR-DEMO-01;15.711;2.333;0.233;47.365;0
2026-06-15 09:10:00;BR-DEMO-02;19.44;1.953;0.215;49.09;0
2026-06-15 09:11:00;BR-DEMO-03;14.669;2.717;0.168;45.472;0
2026-06-15 09:12:00;BR-DEMO-01;17.123;2.938;0.132;46.373;0
2026-06-15 09:13:00;BR-DEMO-02;22.414;1.46;0.133;46.589;0
2026-06-15 09:14:00;BR-DEMO-03;18.888;2.777;0.027;47.952;0
2026-06-15 09:15:00;BR-DEMO-01;23.182;2.08;0.21;42.043;0
2026-06-15 09:16:00;BR-DEMO-02;17.816;2.368;0.127;56.7;0
2026-06-15 09:17:00;BR-DEMO-03;19.748;4.039;0.232;48.952;0
2026-06-15 09:18:00;BR-DEMO-01;23.232;3.263;0.208;42.331;0
2026-06-15 09:19:00;BR-DEMO-02;18.2;2.582;0.219;34.395;0
2026-06-15 09:20:00;BR-DEMO-03;20.347;2.886;0.232;51.758;0
2026-06-15 09:21:00;BR-DEMO-01;23.462;3.438;0.04;44.397;0
2026-06-15 09:22:00;BR-DEMO-02;14.484;2.689;0.256;50.738;0
2026-06-15 09:23:00;BR-DEMO-03;15.903;2.392;0.152;34.051;0
2026-06-15 09:24:00;BR-DEMO-01;15.987;3.187;0.231;50.479;0
2026-06-15 09:25:00;BR-DEMO-02;11.126;3.183;0.155;48.725;0
2026-06-15 09:26:00;BR-DEMO-03;22.849;1.762;0.109;50.318;0
2026-06-15 09:27:00;BR-DEMO-01;13.255;3.886;0.176;52.619;0
2026-06-15 09:28:00;BR-DEMO-02;16.287;3.488;0.225;47.096;0
2026-06-15 09:29:00;BR-DEMO-03;18.703;3.162;0.09;43.672;0
2026-06-15 09:30:00;BR-DEMO-01;17.542;3.23;0.22;35.473;0
2026-06-15 09:31:00;BR-DEMO-02;17.625;3.889;0.098;37.6;0
2026-06-15 09:32:00;BR-DEMO-03;18.607;3.507;0.151;56.961;0
2026-06-15 09:33:00;BR-DEMO-01;20.57;3.505;0.189;65.949;0
2026-06-15 09:34:00;BR-DEMO-02;17.385;1.798;0.262;40.881;0
2026-06-15 09:35:00;BR-DEMO-03;18.324;3.786;0.038;33.735;0
2026-06-15 09:36:00;BR-DEMO-01;13.196;2.524;0.181;49.718;0
2026-06-15 09:37:00;BR-DEMO-02;18.829;2.152;0.0;45.489;0
2026-06-15 09:38:00;BR-DEMO-03;16.585;3.276;0.199;46.244;0
2026-06-15 09:39:00;BR-DEMO-01;20.28;3.138;0.187;38.658;0
2026-06-15 09:40:00;BR-DEMO-02;17.461;3.118;0.207;41.456;0
2026-06-15 09:41:00;BR-DEMO-03;19.564;2.84;0.142;52.466;0
2026-06-15 09:42:00;BR-DEMO-01;12.021;2.222;0.046;23.997;0
2026-06-15 09:43:00;BR-DEMO-02;15.965;3.45;0.13;46.78;0
2026-06-15 09:44:00;BR-DEMO-03;21.268;3.797;0.145;57.182;0
2026-06-15 09:45:00;BR-DEMO-01;18.276;2.498;0.108;31.675;0
2026-06-15 09:46:00;BR-DEMO-02;15.336;2.785;0.206;60.487;0
2026-06-15 09:47:00;BR-DEMO-03;13.853;3.236;0.077;49.272;0
2026-06-15 09:48:00;BR-DEMO-01;17.607;1.901;0.215;39.555;0
2026-06-15 09:49:00;BR-DEMO-02;16.398;2.358;0.104;48.851;0
2026-06-15 09:50:00;BR-DEMO-03;17.432;3.197;0.175;56.886;0
2026-06-15 09:51:00;BR-DEMO-01;16.972;2.114;0.225;42.017;0
2026-06-15 09:52:00;BR-DEMO-02;21.344;3.23;0.141;48.139;0
2026-06-15 09:53:00;BR-DEMO-03;23.853;4.246;0.155;46.442;0
2026-06-15 09:54:00;BR-DEMO-01;21.229;2.493;0.173;44.767;0
2026-06-15 09:55:00;BR-DEMO-02;18.942;2.5;0.039;26.343;0
2026-06-15 09:56:00;BR-DEMO-03;14.648;2.725;0.129;62.435;0
2026-06-15 09:57:00;BR-DEMO-01;21.318;2.423;0.174;41.336;0
2026-06-15 09:58:00;BR-DEMO-02;17.147;3.111;0.193;41.947;0
2026-06-15 09:59:00;BR-DEMO-03;21.192;2.315;0.15;68.379;0
2026-06-15 10:00:00;BR-DEMO-01;18.669;3.86;0.156;50.227;0
2026-06-15 10:01:00;BR-DEMO-02;17.83;2.898;0.095;48.873;0
2026-06-15 10:02:00;BR-DEMO-03;15.445;3.399;0.226;48.299;0
2026-06-15 10:03:00;BR-DEMO-01;17.141;3.272;0.128;53.42;0
2026-06-15 10:04:00;BR-DEMO-02;12.506;2.799;0.011;31.544;0
2026-06-15 10:05:00;BR-DEMO-03;22.092;3.537;0.1;31.477;0
2026-06-15 10:06:00;BR-DEMO-01;9.106;2.674;0.319;48.914;0
2026-06-15 10:07:00;BR-DEMO-02;16.321;3.279;0.041;42.324;0
2026-06-15 10:08:00;BR-DEMO-03;18.298;2.948;0.205;48.102;0
2026-06-15 10:09:00;BR-DEMO-01;20.005;2.587;0.213;59.66;0
2026-06-15 10:10:00;BR-DEMO-02;15.09;2.467;0.244;43.278;0
2026-06-15 10:11:00;BR-DEMO-03;22.211;2.734;0.252;46.183;0
2026-06-15 10:12:00;BR-DEMO-01;18.775;3.939;0.125;36.53;0
2026-06-15 10:13:00;BR-DEMO-02;16.654;3.271;0.04;50.737;0
2026-06-15 10:14:00;BR-DEMO-03;16.384;3.689;0.0;37.921;0
2026-06-15 10:15:00;BR-DEMO-01;12.941;2.504;0.167;43.387;0
2026-06-15 10:16:00;BR-DEMO-02;17.24;2.904;0.164;35.923;0
2026-06-15 10:17:00;BR-DEMO-03;20.121;3.398;0.177;50.009;0
2026-06-15 10:18:00;BR-DEMO-01;18.889;4.221;0.144;42.236;0
2026-06-15 10:19:00;BR-DEMO-02;15.739;2.381;0.063;37.001;0
2026-06-15 10:20:00;BR-DEMO-03;17.788;3.201;0.154;38.11;0
2026-06-15 10:21:00;BR-DEMO-01;20.701;3.444;0.139;39.124;0
2026-06-15 10:22:00;BR-DEMO-02;19.645;3.113;0.049;44.388;0
2026-06-15 10:23:00;BR-DEMO-03;18.786;2.46;0.163;31.907;0
2026-06-15 10:24:00;BR-DEMO-01;22.009;3.749;0.132;48.271;0
2026-06-15 10:25:00;BR-DEMO-02;10.77;2.306;0.129;35.351;0
2026-06-15 10:26:00;BR-DEMO-03;20.143;4.198;0.068;37.463;0
2026-06-15 10:27:00;BR-DEMO-01;18.706;3.967;0.064;47.241;0
2026-06-15 10:28:00;BR-DEMO-02;23.464;2.009;0.06;41.188;0
2026-06-15 10:29:00;BR-DEMO-03;16.438;3.488;0.167;29.025;0
2026-06-15 10:30:00;BR-DEMO-01;19.546;2.653;0.239;39.352;0
2026-06-15 10:31:00;BR-DEMO-02;16.09;3.325;0.203;49.033;0
2026-06-15 10:32:00;BR-DEMO-03;12.943;3.323;0.078;47.117;0
2026-06-15 10:33:00;BR-DEMO-01;13.729;3.268;0.094;33.456;0
2026-06-15 10:34:00;BR-DEMO-02;20.141;3.145;0.107;58.061;0
2026-06-15 10:35:00;BR-DEMO-03;16.678;3.019;0.169;39.423;0
2026-06-15 10:36:00;BR-DEMO-01;19.413;2.68;0.121;57.264;0
2026-06-15 10:37:00;BR-DEMO-02;14.878;1.552;0.263;67.944;0
2026-06-15 10:38:00;BR-DEMO-03;16.784;1.838;0.128;42.424;0
2026-06-15 10:39:00;BR-DEMO-01;17.43;2.332;0.191;49.721;0
2026-06-15 10:40:00;BR-DEMO-02;13.517;3.42;0.294;46.548;0
2026-06-15 10:41:00;BR-DEMO-03;16.988;2.915;0.193;29.424;0
2026-06-15 10:42:00;BR-DEMO-01;18.493;2.766;0.279;43.432;0
2026-06-15 10:43:00;BR-DEMO-02;23.004;2.338;0.191;47.875;0
2026-06-15 10:44:00;BR-DEMO-03;15.393;3.106;0.235;42.086;0
2026-06-15 10:45:00;BR-DEMO-01;12.924;2.989;0.087;41.919;0
2026-06-15 10:46:00;BR-DEMO-02;17.755;1.977;0.037;49.339;0
2026-06-15 10:47:00;BR-DEMO-03;16.432;1.461;0.205;47.451;0
2026-06-15 10:48:00;BR-DEMO-01;15.858;2.21;0.209;48.144;0
2026-06-15 10:49:00;BR-DEMO-02;25.148;3.252;0.177;43.498;0
2026-06-15 10:50:00;BR-DEMO-03;20.45;3.375;0.238;40.308;0
2026-06-15 10:51:00;BR-DEMO-01;16.694;2.713;0.205;58.485;0
2026-06-15 10:52:00;BR-DEMO-02;16.623;2.745;0.172;42.788;0
2026-06-15 10:53:00;BR-DEMO-03;20.856;1.649;0.092;37.958;0
2026-06-15 10:54:00;BR-DEMO-01;11.039;2.422;0.086;43.19;0
2026-06-15 10:55:00;BR-DEMO-02;21.339;2.853;0.078;44.487;0
2026-06-15 10:56:00;BR-DEMO-03;21.148;2.414;0.086;50.027;0
2026-06-15 10:57:00;BR-DEMO-01;17.335;3.388;0.149;51.315;0
2026-06-15 10:58:00;BR-DEMO-02;14.895;2.993;0.135;34.057;0
2026-06-15 10:59:00;BR-DEMO-03;13.31;3.411;0.125;35.799;0
2026-06-15 11:00:00;BR-DEMO-01;17.711;3.677;0.0;31.53;0
2026-06-15 11:01:00;BR-DEMO-02;15.231;3.877;0.17;51.906;0
2026-06-15 11:02:00;BR-DEMO-03;14.58;2.328;0.181;45.524;0
2026-06-15 11:03:00;BR-DEMO-01;19.646;2.887;0.169;46.423;0
2026-06-15 11:04:00;BR-DEMO-02;20.333;3.484;0.037;24.775;0
2026-06-15 11:05:00;BR-DEMO-03;21.005;3.713;0.079;28.261;0
2026-06-15 11:06:00;BR-DEMO-01;18.297;3.559;0.276;49.647;0
2026-06-15 11:07:00;BR-DEMO-02;16.885;2.464;0.151;42.307;0
2026-06-15 11:08:00;BR-DEMO-03;14.955;4.229;0.275;55.224;0
2026-06-15 11:09:00;BR-DEMO-01;15.237;3.513;0.195;48.983;0
2026-06-15 11:10:00;BR-DEMO-02;21.749;3.381;0.202;50.732;0
2026-06-15 11:11:00;BR-DEMO-03;19.022;1.93;0.156;39.994;0
2026-06-15 11:12:00;BR-DEMO-01;14.16;4.009;0.271;57.233;0
2026-06-15 11:13:00;BR-DEMO-02;18.766;3.81;0.151;46.825;0
2026-06-15 11:14:00;BR-DEMO-03;14.72;3.238;0.154;33.276;0
2026-06-15 11:15:00;BR-DEMO-01;17.846;2.952;0.276;53.048;0
2026-06-15 11:16:00;BR-DEMO-02;18.034;3.149;0.153;43.174;0
2026-06-15 11:17:00;BR-DEMO-03;14.753;2.909;0.098;33.747;0
2026-06-15 11:18:00;BR-DEMO-01;19.534;3.235;0.025;43.896;0
2026-06-15 11:19:00;BR-DEMO-02;20.987;3.636;0.222;45.35;0
2026-06-15 11:20:00;BR-DEMO-03;15.465;2.35;0.174;48.414;0
2026-06-15 11:21:00;BR-DEMO-01;21.862;3.66;0.141;33.802;0
2026-06-15 11:22:00;BR-DEMO-02;17.043;3.13;0.136;39.799;0
2026-06-15 11:23:00;BR-DEMO-03;18.759;2.698;0.106;47.803;0
2026-06-15 11:24:00;BR-DEMO-01;16.794;3.146;0.169;34.745;0
2026-06-15 11:25:00;BR-DEMO-02;16.556;3.863;0.069;25.95;0
2026-06-15 11:26:00;BR-DEMO-03;12.414;3.017;0.152;43.942;0
2026-06-15 11:27:00;BR-DEMO-01;21.643;1.396;0.178;59.053;0
2026-06-15 11:28:00;BR-DEMO-02;14.617;2.772;0.097;36.951;0
2026-06-15 11:29:00;BR-DEMO-03;17.021;3.856;0.279;41.977;0
2026-06-15 11:30:00;BR-DEMO-01;23.715;3.021;0.273;44.16;0
2026-06-15 11:31:00;BR-DEMO-02;18.393;3.219;0.373;52.662;0
2026-06-15 11:32:00;BR-DEMO-03;15.878;3.581;0.125;40.592;0
2026-06-15 11:33:00;BR-DEMO-01;20.726;3.019;0.17;45.126;0
2026-06-15 11:34:00;BR-DEMO-02;19.01;3.255;0.014;50.999;0
2026-06-15 11:35:00;BR-DEMO-03;15.054;2.135;0.146;45.756;0
2026-06-15 11:36:00;BR-DEMO-01;15.919;3.499;0.056;41.338;0
2026-06-15 11:37:00;BR-DEMO-02;16.245;2.972;0.17;35.929;0
2026-06-15 11:38:00;BR-DEMO-03;20.173;3.038;0.018;27.373;0
2026-06-15 11:39:00;BR-DEMO-01;17.963;2.867;0.143;44.748;0
2026-06-15 11:40:00;BR-DEMO-02;18.677;3.569;0.072;34.452;0
2026-06-15 11:41:00;BR-DEMO-03;14.72;3.173;0.237;41.118;0
2026-06-15 11:42:00;BR-DEMO-01;10.495;1.978;0.092;39.98;0
2026-06-15 11:43:00;BR-DEMO-02;16.775;3.023;0.128;54.444;0
2026-06-15 11:44:00;BR-DEMO-03;15.972;2.483;0.184;31.179;0
2026-06-15 11:45:00;BR-DEMO-01;19.169;3.062;0.14;59.294;0
2026-06-15 11:46:00;BR-DEMO-02;16.133;4.236;0.134;33.507;0
2026-06-15 11:47:00;BR-DEMO-03;18.21;2.354;0.097;48.573;0
2026-06-15 11:48:00;BR-DEMO-01;19.667;2.627;0.219;55.418;0
2026-06-15 11:49:00;BR-DEMO-02;22.309;3.318;0.245;28.073;0
2026-06-15 11:50:00;BR-DEMO-03;17.046;2.48;0.158;39.857;0
2026-06-15 11:51:00;BR-DEMO-01;17.502;4.129;0.138;48.724;0
2026-06-15 11:52:00;BR-DEMO-02;17.303;3.045;0.15;49.035;0
2026-06-15 11:53:00;BR-DEMO-03;21.496;3.988;0.172;50.306;0
2026-06-15 11:54:00;BR-DEMO-01;14.547;2.947;0.216;52.794;0
2026-06-15 11:55:00;BR-DEMO-02;18.635;3.532;0.184;55.803;0
2026-06-15 11:56:00;BR-DEMO-03;18.868;2.787;0.174;18.625;0
2026-06-15 11:57:00;BR-DEMO-01;19.149;0.811;0.029;49.066;0
2026-06-15 11:58:00;BR-DEMO-02;19.433;2.303;0.1;57.335;0
2026-06-15 11:59:00;BR-DEMO-03;16.548;4.346;0.15;48.672;0
2026-06-15 12:00:00;BR-DEMO-01;22.851;3.079;0.08;44.012;0
2026-06-15 12:01:00;BR-DEMO-02;17.893;2.181;0.132;38.32;0
2026-06-15 12:02:00;BR-DEMO-03;20.773;3.021;0.13;44.044;0
2026-06-15 12:03:00;BR-DEMO-01;18.669;3.37;0.08;35.626;0
2026-06-15 12:04:00;BR-DEMO-02;21.314;2.753;0.051;48.994;0
2026-06-15 12:05:00;BR-DEMO-03;19.39;2.082;0.166;51.62;0
2026-06-15 12:06:00;BR-DEMO-01;19.123;3.379;0.052;47.979;0
2026-06-15 12:07:00;BR-DEMO-02;17.092;2.71;0.211;58.313;0
2026-06-15 12:08:00;BR-DEMO-03;23.383;3.789;0.142;48.174;0
2026-06-15 12:09:00;BR-DEMO-01;20.3;3.073;0.159;52.414;0
2026-06-15 12:10:00;BR-DEMO-02;17.822;2.562;0.121;50.705;0
2026-06-15 12:11:00;BR-DEMO-03;18.009;3.204;0.197;41.626;0
2026-06-15 12:12:00;BR-DEMO-01;20.269;3.227;0.064;57.981;0
2026-06-15 12:13:00;BR-DEMO-02;16.498;2.007;0.077;35.811;0
2026-06-15 12:14:00;BR-DEMO-03;18.157;2.836;0.126;50.577;0
2026-06-15 12:15:00;BR-DEMO-01;19.02;3.19;0.179;50.545;0
2026-06-15 12:16:00;BR-DEMO-02;11.676;2.781;0.0;45.325;0
2026-06-15 12:17:00;BR-DEMO-03;17.986;3.627;0.233;46.825;0
2026-06-15 12:18:00;BR-DEMO-01;16.499;3.291;0.113;44.987;0
2026-06-15 12:19:00;BR-DEMO-02;20.958;2.665;0.206;51.097;0
2026-06-15 12:20:00;BR-DEMO-03;15.136;3.584;0.199;45.917;0
2026-06-15 12:21:00;BR-DEMO-01;15.713;2.484;0.112;49.883;0
2026-06-15 12:22:00;BR-DEMO-02;15.133;3.263;0.063;43.163;0
2026-06-15 12:23:00;BR-DEMO-03;18.329;4.467;0.054;58.248;0
2026-06-15 12:24:00;BR-DEMO-01;18.45;3.247;0.158;49.003;0
2026-06-15 12:25:00;BR-DEMO-02;17.539;3.872;0.118;55.19;0
2026-06-15 12:26:00;BR-DEMO-03;16.067;2.964;0.075;49.095;0
2026-06-15 12:27:00;BR-DEMO-01;22.335;2.954;0.136;34.968;0
2026-06-15 12:28:00;BR-DEMO-02;17.312;2.044;0.086;47.041;0
2026-06-15 12:29:00;BR-DEMO-03;21.957;4.686;0.109;57.918;0
2026-06-15 12:30:00;BR-DEMO-01;18.731;2.909;0.18;45.557;0
2026-06-15 12:31:00;BR-DEMO-02;18.331;2.755;0.052;31.107;0
2026-06-15 12:32:00;BR-DEMO-03;19.96;2.834;0.108;45.077;0
2026-06-15 12:33:00;BR-DEMO-01;20.385;3.108;0.104;56.037;0
2026-06-15 12:34:00;BR-DEMO-02;22.738;3.297;0.218;56.178;0
2026-06-15 12:35:00;BR-DEMO-03;21.39;3.368;0.192;49.677;0
2026-06-15 12:36:00;BR-DEMO-01;14.708;3.42;0.055;37.849;0
2026-06-15 12:37:00;BR-DEMO-02;21.911;3.504;0.254;42.555;0
2026-06-15 12:38:00;BR-DEMO-03;14.543;2.856;0.157;45.711;0
2026-06-15 12:39:00;BR-DEMO-01;21.401;2.783;0.175;36.102;0
2026-06-15 12:40:00;BR-DEMO-02;19.351;3.002;0.098;42.878;0
2026-06-15 12:41:00;BR-DEMO-03;17.447;2.838;0.274;44.114;0
2026-06-15 12:42:00;BR-DEMO-01;17.268;1.742;0.087;42.632;0
2026-06-15 12:43:00;BR-DEMO-02;15.942;3.829;0.138;56.596;0
2026-06-15 12:44:00;BR-DEMO-03;18.185;3.022;0.144;45.034;0
2026-06-15 12:45:00;BR-DEMO-01;23.156;1.608;0.01;40.111;0
2026-06-15 12:46:00;BR-DEMO-02;18.044;3.414;0.183;41.542;0
2026-06-15 12:47:00;BR-DEMO-03;21.057;3.618;0.163;53.664;0
2026-06-15 12:48:00;BR-DEMO-01;18.818;2.663;0.199;45.996;0
2026-06-15 12:49:00;BR-DEMO-02;18.004;3.884;0.0;32.241;0
2026-06-15 12:50:00;BR-DEMO-03;14.439;2.782;0.132;31.434;0
2026-06-15 12:51:00;BR-DEMO-01;15.045;2.483;0.322;61.216;0
2026-06-15 12:52:00;BR-DEMO-02;16.765;2.782;0.07;27.827;0
2026-06-15 12:53:00;BR-DEMO-03;17.649;2.401;0.144;30.598;0
2026-06-15 12:54:00;BR-DEMO-01;15.714;3.089;0.176;48.757;0
2026-06-15 12:55:00;BR-DEMO-02;14.039;3.513;0.094;50.696;0
2026-06-15 12:56:00;BR-DEMO-03;17.968;2.174;0.128;48.288;0
2026-06-15 12:57:00;BR-DEMO-01;19.839;2.915;0.257;54.068;0
2026-06-15 12:58:00;BR-DEMO-02;17.23;3.45;0.285;62.644;0
2026-06-15 12:59:00;BR-DEMO-03;14.316;2.444;0.254;35.475;0
2026-06-15 13:00:00;BR-DEMO-01;14.032;2.708;0.179;44.078;0
2026-06-15 13:01:00;BR-DEMO-02;16.048;2.595;0.1;37.084;0
2026-06-15 13:02:00;BR-DEMO-03;24.845;3.179;0.212;40.598;0
2026-06-15 13:03:00;BR-DEMO-01;17.442;2.572;0.0;32.598;0
2026-06-15 13:04:00;BR-DEMO-02;12.568;1.65;0.066;56.925;0
2026-06-15 13:05:00;BR-DEMO-03;17.867;3.774;0.179;52.043;0
2026-06-15 13:06:00;BR-DEMO-01;15.297;3.314;0.201;39.81;0
2026-06-15 13:07:00;BR-DEMO-02;19.679;3.34;0.112;34.895;0
2026-06-15 13:08:00;BR-DEMO-03;14.448;3.052;0.173;37.867;0
2026-06-15 13:09:00;BR-DEMO-01;18.08;3.342;0.193;58.967;0
2026-06-15 13:10:00;BR-DEMO-02;21.831;2.399;0.268;40.221;0
2026-06-15 13:11:00;BR-DEMO-03;21.135;3.041;0.121;28.731;0
2026-06-15 13:12:00;BR-DEMO-01;17.485;2.064;0.218;58.651;0
2026-06-15 13:13:00;BR-DEMO-02;15.609;3.181;0.099;39.344;0
2026-06-15 13:14:00;BR-DEMO-03;20.323;2.977;0.272;40.66;0
2026-06-15 13:15:00;BR-DEMO-01;20.998;3.058;0.206;40.976;0
2026-06-15 13:16:00;BR-DEMO-02;17.851;2.931;0.091;50.959;0
2026-06-15 13:17:00;BR-DEMO-03;19.951;3.356;0.258;58.044;0
2026-06-15 13:18:00;BR-DEMO-01;16.875;3.224;0.106;45.21;0
2026-06-15 13:19:00;BR-DEMO-02;16.201;3.972;0.175;43.038;0
2026-06-15 13:20:00;BR-DEMO-03;21.581;1.698;0.009;52.163;0
2026-06-15 13:21:00;BR-DEMO-01;18.181;3.15;0.057;44.791;0
2026-06-15 13:22:00;BR-DEMO-02;24.011;3.495;0.162;41.049;0
2026-06-15 13:23:00;BR-DEMO-03;16.816;1.722;0.168;52.609;0
2026-06-15 13:24:00;BR-DEMO-01;13.273;2.603;0.069;36.312;0
2026-06-15 13:25:00;BR-DEMO-02;18.16;1.749;0.193;51.785;0
2026-06-15 13:26:00;BR-DEMO-03;17.247;1.512;0.08;56.096;0
2026-06-15 13:27:00;BR-DEMO-01;9.666;2.791;0.067;52.241;0
2026-06-15 13:28:00;BR-DEMO-02;15.975;3.242;0.19;61.526;0
2026-06-15 13:29:00;BR-DEMO-03;17.391;3.226;0.046;55.714;0
2026-06-15 13:30:00;BR-DEMO-01;15.718;2.664;0.148;30.934;0
2026-06-15 13:31:00;BR-DEMO-02;18.686;3.58;0.171;30.7;0
2026-06-15 13:32:00;BR-DEMO-03;17.629;3.445;0.019;35.327;0
2026-06-15 13:33:00;BR-DEMO-01;20.63;3.162;0.179;61.735;0
2026-06-15 13:34:00;BR-DEMO-02;19.406;3.395;0.34;43.076;0
2026-06-15 13:35:00;BR-DEMO-03;15.606;3.257;0.181;40.26;0
2026-06-15 13:36:00;BR-DEMO-01;14.903;4.386;0.173;38.409;0
2026-06-15 13:37:00;BR-DEMO-02;20.748;2.935;0.132;50.06;0
2026-06-15 13:38:00;BR-DEMO-03;14.124;3.212;0.284;49.196;0
